Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
DDD,3D Systems Corporation,16.11,$1.81B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ddd
MMM,3M Company,177.39,$106.69B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmm
WBAI,500.com Limited,14.04,$582.63M,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/wbai
WUBA,58.com Inc.,30.16,$4.36B,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wuba
AHC,A.H. Belo Corporation,6.3,$136.56M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/ahc
ATEN,"A10 Networks, Inc.",8.45,$567.89M,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/aten
AAC,"AAC Holdings, Inc.",8.09,$191.79M,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aac
AIR,AAR Corp.,32.28,$1.11B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/air
AAN,"Aaron&#39;s,  Inc.",32.05,$2.33B,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aan
ABB,ABB Ltd,22.48,$48.02B,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/abb
ABT,Abbott Laboratories,40.93,$70.65B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abt
ABBV,AbbVie Inc.,61.99,$100.74B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abbv
ANF,Abercrombie & Fitch Company,11.88,$803.98M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/anf
GCH,"Aberdeen Greater China Fund, Inc.",8.959,$80.32M,1992,n/a,n/a,http://www.nasdaq.com/symbol/gch
JEQ,"Aberdeen Japan Equity Fund, Inc. ",7.695,$103.49M,1992,n/a,n/a,http://www.nasdaq.com/symbol/jeq
SGF,"Aberdeen Singapore Fund, Inc.",9.31,$70.35M,1990,n/a,n/a,http://www.nasdaq.com/symbol/sgf
ABM,ABM Industries Incorporated,40.47,$2.25B,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/abm
AKR,Acadia Realty Trust,32.03,$2.59B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/akr
ACN,Accenture plc,116.95,$75.31B,2001,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/acn
ACCO,Acco Brands Corporation,12.7,$1.36B,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/acco
ATV,"Acorn International, Inc.",9,$34.44M,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/atv
ATU,Actuant Corporation,26.95,$1.6B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atu
AYI,Acuity Brands Inc,215.18,$9.49B,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/ayi
GOLF,Acushnet Holdings Corp.,18.87,$1.4B,2016,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/golf
ADX,"Adams Diversified Equity Fund, Inc.",12.99,$1.24B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adx
PEO,"Adams Natural Resources Fund, Inc.",20.27,$569.44M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peo
AGRO,Adecoagro S.A.,10.96,$1.33B,2011,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/agro
ADPT,Adeptus Health Inc.,8.48,$179.1M,2014,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/adpt
ADNT,Adient plc,61.42,$5.75B,2016,n/a,n/a,http://www.nasdaq.com/symbol/adnt
AAP,Advance Auto Parts Inc,174.79,$12.87B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/aap
ADSW,"Advanced Disposal Services, Inc.",21.71,$1.9B,2016,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/adsw
WMS,"Advanced Drainage Systems, Inc.",23.8,$1.31B,2014,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/wms
ASX,"Advanced Semiconductor Engineering, Inc.",5.42,$8.32B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asx
APFH,"AdvancePierre Foods Holdings, Inc.",28.03,$2.17B,2016,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/apfh
ASIX,AdvanSix Inc.,22.43,$683.73M,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/asix
AAV,Advantage Oil & Gas Ltd,6.6,$1.22B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aav
AVK,Advent Claymore Convertible Securities and Income Fund,15.2,$358.43M,2003,n/a,n/a,http://www.nasdaq.com/symbol/avk
AGC,Advent Claymore Convertible Securities and Income Fund II,6.01,$193.5M,2007,n/a,n/a,http://www.nasdaq.com/symbol/agc
LCM,Advent/Claymore Enhanced Growth & Income Fund,8.51,$115.76M,2005,n/a,n/a,http://www.nasdaq.com/symbol/lcm
ACM,AECOM,35.96,$5.54B,2007,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/acm
ANW,Aegean Marine Petroleum Network Inc.,10.5,$413.74M,2006,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/anw
AEB,Aegon NV,23.56,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeb
AED,Aegon NV,25.42,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aed
AEG,Aegon NV,5.52,$11.64B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeg
AEH,Aegon NV,25.26,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeh
AEK,Aegon NV,26.2711,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aek
AER,Aercap Holdings N.V.,43,$7.81B,2006,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aer
HIVE,"Aerohive Networks, Inc.",5.72,$292.96M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/hive
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",18.39,$1.37B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ajrd
AET,Aetna Inc.,122.31,$42.92B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aet
AMG,"Affiliated Managers Group, Inc.",143.53,$7.87B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amg
MGR,"Affiliated Managers Group, Inc.",25.53,n/a,2012,Finance,Investment Managers,http://www.nasdaq.com/symbol/mgr
AFL,Aflac Incorporated,69.64,$28.42B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afl
AFSD,Aflac Incorporated,25.28,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afsd
MITT,"AG Mortgage Investment Trust, Inc.",17.41,$482.26M,2011,n/a,n/a,http://www.nasdaq.com/symbol/mitt
MITT^A,"AG Mortgage Investment Trust, Inc.",24.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mitt^a
MITT^B,"AG Mortgage Investment Trust, Inc.",24.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mitt^b
AGCO,AGCO Corporation,60.88,$4.89B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/agco
A,"Agilent Technologies, Inc.",48.69,$15.67B,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/a
AEM,Agnico Eagle Mines Limited,46.05,$10.37B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/aem
ADC,Agree Realty Corporation,45.79,$1.19B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/adc
AGU,Agrium Inc.,105.38,$14.56B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/agu
AL,Air Lease Corporation,35.36,$3.64B,2011,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/al
APD,"Air Products and Chemicals, Inc.",145.35,$31.6B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/apd
AYR,Aircastle Limited,22.23,$1.75B,2006,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/ayr
AKS,AK Steel Holding Corporation,9.71,$3.04B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/aks
ALP^O,Alabama Power Company,27.45,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/alp^o
ALG,"Alamo Group, Inc.",77.2,$888.62M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/alg
AGI,Alamos Gold Inc.,8.21,$2.19B,2015,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/agi
ALK,"Alaska Air Group, Inc.",94.32,$11.63B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/alk
AIN,Albany International Corporation,46.7,$1.5B,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/ain
ALB,Albemarle Corporation,94,$10.57B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/alb
AA,Alcoa Corporation,33.01,$6.04B,2016,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/aa
ALR,Alere Inc.,39.89,$3.47B,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/alr
ALR^B,Alere Inc.,328.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/alr^b
ALEX,"Alexander & Baldwin Holdings, Inc.",44.67,$2.19B,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/alex
ALX,"Alexander&#39;s, Inc.",437.4,$2.23B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/alx
ARE,"Alexandria Real Estate Equities, Inc.",109.55,$8.7B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/are
ARE^D,"Alexandria Real Estate Equities, Inc.",34.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/are^d
ARE^E,"Alexandria Real Estate Equities, Inc.",25.3125,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/are^e
AQN,Algonquin Power & Utilities Corp.,8.52,$2.34B,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aqn
BABA,Alibaba Group Holding Limited,96.27,$240.68B,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/baba
Y,Alleghany Corporation,609.92,$9.4B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/y
ATI,Allegheny Technologies Incorporated,16.41,$1.79B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ati
ALLE,Allegion plc,65.5,$6.29B,2013,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/alle
AGN,Allergan plc.,216.14,$81.04B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agn
AGN^A,Allergan plc.,784.61,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agn^a
ALE,"Allete, Inc.",62.68,$3.1B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ale
AKP,Alliance California Municipal Income Fund Inc,13.5677,$116.07M,2002,n/a,n/a,http://www.nasdaq.com/symbol/akp
ADS,Alliance Data Systems Corporation,237.55,$13.72B,2001,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ads
AFB,Alliance National Municipal Income Fund Inc,13.49,$387.77M,2002,n/a,n/a,http://www.nasdaq.com/symbol/afb
AOI,"Alliance One International, Inc.",18,$175.09M,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/aoi
AWF,Alliance World Dollar Government Fund II,12.81,$1.1B,1993,n/a,n/a,http://www.nasdaq.com/symbol/awf
AB,AllianceBernstein Holding L.P.,23.7,$2.24B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ab
LNT,Alliant Energy Corporation,37.49,$8.53B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/lnt
NCV,AllianzGI Convertible & Income Fund,6.57,$579.38M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ncv
NCZ,AllianzGI Convertible & Income Fund II,5.92,$440.63M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ncz
ACV,AllianzGI Diversified Income & Convertible Fund,19.13,$196.56M,2015,n/a,n/a,http://www.nasdaq.com/symbol/acv
NIE,AllianzGI Equity & Convertible Income Fund,18.94,$524.81M,2007,n/a,n/a,http://www.nasdaq.com/symbol/nie
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",12.97,$1.23B,2005,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nfj
AWH,"Allied World Assurance Company Holdings, AG",52.84,$4.6B,2006,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/awh
ALSN,"Allison Transmission Holdings, Inc.",33.99,$5.62B,2012,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alsn
ALL,Allstate Corporation (The),73.89,$27.21B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/all
ALL^A,Allstate Corporation (The),25.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^a
ALL^B,Allstate Corporation (The),26.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^b
ALL^C,Allstate Corporation (The),26.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^c
ALL^D,Allstate Corporation (The),26.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^d
ALL^E,Allstate Corporation (The),26.67,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^e
ALL^F,Allstate Corporation (The),26.23,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^f
ALLY,Ally Financial Inc.,19.93,$9.4B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ally
ALLY^A,Ally Financial Inc.,25.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ally^a
ALJ,"Alon USA Energy, Inc.",11.78,$843.35M,2005,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/alj
ALDW,"Alon USA Partners, LP",10.3,$643.96M,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/aldw
AGD,Alpine Global Dynamic Dividend Fund,9.3,$116.71M,2006,n/a,n/a,http://www.nasdaq.com/symbol/agd
AWP,Alpine Global Premier Properties Fund,5.25,$448.39M,2007,n/a,n/a,http://www.nasdaq.com/symbol/awp
AOD,Alpine Total Dynamic Dividend Fund,7.96,$856.44M,2007,n/a,n/a,http://www.nasdaq.com/symbol/aod
RESI,Altisource Residential Corporation,11.35,$611.42M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/resi
MO,Altria Group,67.58,$131.8B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/mo
ACH,Aluminum Corporation of China Limited,11.02,$6.57B,2001,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/ach
AMBR,"Amber Road, Inc.",9.43,$252.91M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ambr
ABEV,Ambev S.A.,5.31,$83.46B,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/abev
AMC,"AMC Entertainment Holdings, Inc.",34.25,$3.77B,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/amc
AMFW,Amec Plc Ord,5.81,$2.28B,2014,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/amfw
AEE,Ameren Corporation,51.97,$12.61B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/aee
AMRC,"Ameresco, Inc.",5.05,$231.54M,2010,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/amrc
AMOV,"America Movil, S.A.B. de C.V.",12.5,$40.98B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov
AMX,"America Movil, S.A.B. de C.V.",12.57,$41.21B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amx
AAT,"American Assets Trust, Inc.",43.01,$1.96B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aat
AXL,"American Axle & Manufacturing Holdings, Inc.",20.69,$1.58B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/axl
ACC,American Campus Communities Inc,49.49,$6.54B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acc
AEO,"American Eagle Outfitters, Inc.",15.21,$2.77B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/aeo
AEP,"American Electric Power Company, Inc.",63.23,$31.09B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aep
AEL,American Equity Investment Life Holding Company,23.75,$2.09B,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/ael
AXP,American Express Company,76.62,$70.13B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/axp
AFA,"American Financial Group, Inc.",25.1699,n/a,2012,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afa
AFG,"American Financial Group, Inc.",87.39,$7.59B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afg
AFGE,"American Financial Group, Inc.",25.93,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afge
AFGH,"American Financial Group, Inc.",25.14,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afgh
AFW,"American Financial Group, Inc.",25.89,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afw
AMH,American Homes 4 Rent,20.86,$4.97B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amh
AMH^A,American Homes 4 Rent,27.9,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amh^a
AMH^B,American Homes 4 Rent,27.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^b
AMH^C,American Homes 4 Rent,27.69,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^c
AMH^D,American Homes 4 Rent,25.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^d
AMH^E,American Homes 4 Rent,24.6246,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^e
AIG,"American International Group, Inc.",66.35,$68.15B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/aig
AIG.WS,"American International Group, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aig.ws
AMID,"American Midstream Partners, LP",17.75,$578.42M,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/amid
ARL,"American Realty Investors, Inc.",5.5666,$86.36M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/arl
ARA,"American Renal Associates Holdings, Inc",20.45,$631.25M,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ara
AWR,American States Water Company,43.66,$1.6B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awr
AMT,American Tower Corporation (REIT),103.45,$44.16B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amt
AMT^A,American Tower Corporation (REIT),103.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amt^a
AMT^B,American Tower Corporation (REIT),102.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amt^b
AVD,American Vanguard Corporation,17.45,$512.33M,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/avd
AWK,American Water Works,70.82,$12.61B,2008,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awk
APU,"AmeriGas Partners, L.P.",48.33,$4.49B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/apu
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",115.27,$18.22B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amp
ABC,AmerisourceBergen Corporation (Holding Co),84.62,$18.62B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/abc
ANFI,Amira Nature Foods Ltd,5.62,$167.69M,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/anfi
AMN,AMN Healthcare Services Inc,37.2,$1.79B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/amn
AP,Ampco-Pittsburgh Corporation,14.85,$182.22M,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/ap
APH,Amphenol Corporation,68.11,$21.01B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aph
BETR,"Amplify Snack Brands, inc.",11.35,$871.5M,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/betr
AXR,AMREP Corporation,7.0906,$57.28M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/axr
AME,"AMTEK, Inc.",50.66,$11.72B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ame
AFSI^A,"AmTrust Financial Services, Inc.",25.1793,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^a
AFSI^B,"AmTrust Financial Services, Inc.",25.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^b
AFSI^C,"AmTrust Financial Services, Inc.",25.79,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^c
AFSI^D,"AmTrust Financial Services, Inc.",25.71,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^d
AFSI^E,"AmTrust Financial Services, Inc.",26.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^e
AFSI^F,"AmTrust Financial Services, Inc.",24.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^f
AFSS,"AmTrust Financial Services, Inc.",25.42,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afss
AFST,"AmTrust Financial Services, Inc.",25.91,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afst
AEUA,Anadarko Petroleum Corporation,42.51,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aeua
APC,Anadarko Petroleum Corporation,71.24,$39.82B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apc
AU,AngloGold Ashanti Limited,12.03,$4.91B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/au
BUD,Anheuser-Busch Inbev SA,105.86,$204.7B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/bud
AXE,Anixter International Inc.,82,$2.71B,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/axe
NLY,Annaly Capital Management Inc,10.15,$10.34B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nly
NLY^A,Annaly Capital Management Inc,25.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^a
NLY^C,Annaly Capital Management Inc,24.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^c
NLY^D,Annaly Capital Management Inc,24.13,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^d
NLY^E,Annaly Capital Management Inc,24.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^e
AM,Antero Midstream Partners LP,33.52,$5.94B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/am
AR,Antero Resources Corporation,25.62,$8.04B,2013,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ar
ANTM,"Anthem, Inc.",148.53,$39.13B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antm
ANTX,"Anthem, Inc.",47.35,$12.47B,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antx
ANH,Anworth Mortgage Asset  Corporation,5.26,$503.45M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/anh
ANH^A,Anworth Mortgage Asset  Corporation,25.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^a
ANH^B,Anworth Mortgage Asset  Corporation,25.98,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^b
ANH^C,Anworth Mortgage Asset  Corporation,24.73,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^c
AON,Aon plc,113.29,$29.81B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/aon
APA,Apache Corporation,62.78,$23.82B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apa
AIV,Apartment Investment and Management Company,44.18,$6.93B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aiv
AIV^A,Apartment Investment and Management Company,25.982,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aiv^a
ARI,Apollo Commercial Real Estate Finance,17.09,$1.38B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ari
ARI^A,Apollo Commercial Real Estate Finance,25.73,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ari^a
ARI^C,Apollo Commercial Real Estate Finance,25.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ari^c
APO,"Apollo Global Management, LLC",21.42,$8.6B,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/apo
AIB,Apollo Investment Corporation,25.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aib
AIY,Apollo Investment Corporation,25.6,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/aiy
AFT,Apollo Senior Floating Rate Fund Inc.,17.53,$273M,2011,n/a,n/a,http://www.nasdaq.com/symbol/aft
AIF,Apollo Tactical Income Fund Inc.,15.84,$229.11M,2013,n/a,n/a,http://www.nasdaq.com/symbol/aif
APLE,"Apple Hospitality REIT, Inc.",20.13,$4.5B,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aple
AIT,"Applied Industrial Technologies, Inc.",61.1,$2.38B,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/ait
ATR,"AptarGroup, Inc.",73.5,$4.61B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/atr
WTR,"Aqua America, Inc.",30.28,$5.37B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/wtr
WAAS,AquaVenture Holdings Limited,19.17,$505.86M,2016,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/waas
ARMK,Aramark,33.89,$8.33B,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/armk
ABR,Arbor Realty Trust,7.56,$388.59M,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abr
ABR^A,Arbor Realty Trust,25.333,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^a
ABR^B,Arbor Realty Trust,25.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^b
ABR^C,Arbor Realty Trust,25.7105,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^c
ABRN,Arbor Realty Trust,25.5101,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abrn
