Symbol	Name	LastSale	MarketCap	IPOyear	Sector	industry	Summary Quote
PIH	"1347 Property Insurance Holdings, Inc."	7.2216	$43.03M	2014	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/pih
FLWS	"1-800 FLOWERS.COM, Inc."	10.35	$675.67M	1999	Consumer Services	Other Specialty Stores	http://www.nasdaq.com/symbol/flws
FCCY	1st Constitution Bancorp (NJ)	17.45	$139.31M	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/fccy
SRCE	1st Source Corporation	44.09	$1.14B	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/srce
VNET	"21Vianet Group, Inc."	7.31	$831.03M	2011	Technology	"Computer Software: Programming, Data Processing"	http://www.nasdaq.com/symbol/vnet
TWOU	"2U, Inc."	34.84	$1.64B	2014	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/twou
JOBS	"51job, Inc."	35.19	$2.11B	2004	Technology	Diversified Commercial Services	http://www.nasdaq.com/symbol/jobs
CAFD	8point3 Energy Partners LP	14.03	$1.11B	2015	Public Utilities	Electric Utilities: Central	http://www.nasdaq.com/symbol/cafd
EGHT	8x8 Inc	15.2	$1.38B	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/eght
AVHI	"A V Homes, Inc."	16.35	$369.02M	n/a	Capital Goods	Homebuilding	http://www.nasdaq.com/symbol/avhi
SHLM	"A. Schulman, Inc."	33.05	$973.61M	1972	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/shlm
AAON	"AAON, Inc."	32.9	$1.74B	n/a	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/aaon
ABAX	"ABAXIS, Inc."	49.17	$1.11B	1992	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/abax
ABEO	Abeona Therapeutics Inc.	5.3	$211.79M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/abeo
ABEOW	Abeona Therapeutics Inc.	3	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/abeow
ABIL	Ability Inc.	3.42	$88.09M	2014	Finance	Business Services	http://www.nasdaq.com/symbol/abil
ABMD	"ABIOMED, Inc."	115.67	$5.02B	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/abmd
AXAS	Abraxas Petroleum Corporation	2.79	$376.93M	n/a	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/axas
ACIU	AC Immune SA	13.5	$747.85M	2016	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/aciu
ACIA	"Acacia Communications, Inc."	61.15	$2.29B	2016	Technology	Semiconductors	http://www.nasdaq.com/symbol/acia
ACTG	Acacia Research Corporation	6.2	$312.87M	n/a	Miscellaneous	Multi-Sector Companies	http://www.nasdaq.com/symbol/actg
ACHC	"Acadia Healthcare Company, Inc."	37.95	$3.32B	n/a	Health Care	Medical Specialities	http://www.nasdaq.com/symbol/achc
ACAD	ACADIA Pharmaceuticals Inc.	31.77	$3.85B	2004	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/acad
ACST	"Acasti Pharma, Inc."	1.26	$13.5M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/acst
AXDX	"Accelerate Diagnostics, Inc."	22.65	$1.17B	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments	http://www.nasdaq.com/symbol/axdx
ACCP	"Accelerated Pharma, Inc."	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/accp
XLRN	Acceleron Pharma Inc.	25.53	$963.67M	2013	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/xlrn
ANCX	Access National Corporation	28.95	$307.17M	n/a	Finance	Savings Institutions	http://www.nasdaq.com/symbol/ancx
ARAY	Accuray Incorporated	5.4	$441.15M	2007	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/aray
ACRX	"AcelRx Pharmaceuticals, Inc."	2.85	$129.2M	2011	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/acrx
ACET	Aceto Corporation	20.68	$621.46M	n/a	Health Care	Other Pharmaceuticals	http://www.nasdaq.com/symbol/acet
AKAO	"Achaogen, Inc."	17.96	$627.28M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/akao
ACHN	"Achillion Pharmaceuticals, Inc."	4.2	$574.06M	2006	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/achn
ACIW	"ACI Worldwide, Inc."	19.09	$2.24B	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/aciw
ACRS	"Aclaris Therapeutics, Inc."	28.7	$747.63M	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/acrs
ACNB	ACNB Corporation	30.5	$184.86M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/acnb
ACOR	"Acorda Therapeutics, Inc."	21.4	$986.85M	2006	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/acor
ATVI	"Activision Blizzard, Inc"	38.95	$28.95B	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/atvi
ACTA	Actua Corporation	14.5	$505.9M	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/acta
ACUR	"Acura Pharmaceuticals, Inc."	0.65	$7.69M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/acur
ACXM	Acxiom Corporation	27.68	$2.15B	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/acxm
ADMS	"Adamas Pharmaceuticals, Inc."	17.13	$376.56M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/adms
ADMP	Adamis Pharmaceuticals Corporation	3.2	$69.07M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/admp
ADAP	Adaptimmune Therapeutics plc	4.53	$320.66M	2015	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/adap
ADUS	Addus HomeCare Corporation	34.55	$396.06M	2009	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/adus
AEY	"ADDvantage Technologies Group, Inc."	1.82	$18.44M	n/a	Consumer Services	Office Equipment/Supplies/Services	http://www.nasdaq.com/symbol/aey
IOTS	Adesto Technologies Corporation	3.3	$51.12M	2015	Technology	Semiconductors	http://www.nasdaq.com/symbol/iots
ADMA	ADMA Biologics Inc	5.17	$66.62M	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/adma
ADBE	Adobe Systems Incorporated	108.53	$53.66B	1986	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/adbe
ADTN	"ADTRAN, Inc."	22.25	$1.08B	1994	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/adtn
ADRO	"Aduro Biotech, Inc."	12.3	$826.34M	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/adro
AAAP	Advanced Accelerator Applications S.A.	29.125	$1.26B	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/aaap
ADES	"Advanced Emissions Solutions, Inc."	9.29	$204.4M	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/ades
AEIS	"Advanced Energy Industries, Inc."	57.94	$2.3B	1995	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/aeis
AITP	Advanced Inhalation Therapies (AIT) Ltd.	n/a	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/aitp
AMD	"Advanced Micro Devices, Inc."	10.58	$9.81B	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/amd
ADXS	"Advaxis, Inc."	9.23	$370.56M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/adxs
ADXSW	"Advaxis, Inc."	5.5514	n/a	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/adxsw
ADVM	"Adverum Biotechnologies, Inc."	3.15	$131.41M	2014	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/advm
MAUI	AdvisorShares Market Adaptive Unconstrained Income ETF	23.9	$1.2M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/maui
AEGN	Aegion Corp	22.81	$774.69M	n/a	Basic Industries	Water Supply	http://www.nasdaq.com/symbol/aegn
AGLE	"Aeglea BioTherapeutics, Inc."	5.19	$69.71M	2016	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/agle
AEHR	Aehr Test Systems	2.52	$41.22M	1997	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/aehr
AMTX	"Aemetis, Inc"	1.63	$32.37M	n/a	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/amtx
AEPI	AEP Industries Inc.	119.1	$609.05M	1986	Capital Goods	Specialty Chemicals	http://www.nasdaq.com/symbol/aepi
AERI	"Aerie Pharmaceuticals, Inc."	42.5	$1.42B	2013	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/aeri
AVAV	"AeroVironment, Inc."	25.86	$604.82M	2007	Capital Goods	Aerospace	http://www.nasdaq.com/symbol/avav
AEZS	AEterna Zentaris Inc.	2.55	$32.94M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/aezs
AEMD	"Aethlon Medical, Inc."	3.87	$29.9M	n/a	Capital Goods	Biotechnology: Laboratory Analytical Instruments	http://www.nasdaq.com/symbol/aemd
GNMX	"Aevi Genomic Medicine, Inc."	5.08	$188.46M	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/gnmx
AFMD	Affimed N.V.	2	$66.52M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/afmd
AGEN	Agenus Inc.	4.09	$356.35M	2000	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/agen
AGRX	"Agile Therapeutics, Inc."	2.52	$72.47M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/agrx
AGYS	"Agilysys, Inc."	10.57	$247.32M	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/agys
AGIO	"Agios Pharmaceuticals, Inc."	41.55	$1.75B	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/agio
AGNC	AGNC Investment Corp.	18.84	$6.24B	2008	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/agnc
AGNCB	AGNC Investment Corp.	25.2199	$8.74B	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/agncb
AGNCP	AGNC Investment Corp.	25.27	n/a	n/a	Consumer Services	Real Estate Investment Trusts	http://www.nasdaq.com/symbol/agncp
AGFS	"AgroFresh Solutions, Inc."	2.78	$138.79M	2014	Finance	Business Services	http://www.nasdaq.com/symbol/agfs
AGFSW	"AgroFresh Solutions, Inc."	0.1361	n/a	2014	Finance	Business Services	http://www.nasdaq.com/symbol/agfsw
AIMT	"Aimmune Therapeutics, Inc."	21.27	$901.48M	2015	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/aimt
AIRM	Air Methods Corporation	34.9	$1.27B	n/a	Transportation	Transportation Services	http://www.nasdaq.com/symbol/airm
AIRT	"Air T, Inc."	22.25	$45.45M	n/a	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/airt
ATSG	"Air Transport Services Group, Inc"	15.87	$945.35M	n/a	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/atsg
AIRG	"Airgain, Inc."	16.13	$149.45M	2016	Technology	Radio And Television Broadcasting And Communications Equipment	http://www.nasdaq.com/symbol/airg
AMCN	AirMedia Group Inc	2.515	$156.43M	2007	Technology	Advertising	http://www.nasdaq.com/symbol/amcn
AKAM	"Akamai Technologies, Inc."	70.02	$12.13B	1999	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/akam
AKTX	Akari Therapeutics Plc	7.8	$91.86M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/aktx
AKBA	"Akebia Therapeutics, Inc."	9.94	$380.95M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/akba
AKER	Akers Biosciences Inc	1.25	$6.82M	2014	Health Care	Biotechnology: In Vitro & In Vivo Diagnostic Substances	http://www.nasdaq.com/symbol/aker
AKRX	"Akorn, Inc."	22.48	$2.82B	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/akrx
ALRM	"Alarm.com Holdings, Inc."	29.02	$1.33B	2015	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/alrm
ALSK	"Alaska Communications Systems Group, Inc."	1.66	$85.26M	1999	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/alsk
AMRI	"Albany Molecular Research, Inc."	18.14	$778.04M	1999	Health Care	Biotechnology: Commercial Physical & Biological Resarch	http://www.nasdaq.com/symbol/amri
ALBO	"Albireo Pharma, Inc."	19.15	$120.5M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/albo
ABDC	Alcentra Capital Corp.	12.44	$167.82M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/abdc
ADHD	Alcobra Ltd.	1.9	$52.37M	2013	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/adhd
ALDR	"Alder BioPharmaceuticals, Inc."	21.35	$1.07B	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/aldr
ALDX	"Aldeyra Therapeutics, Inc."	5.35	$67.28M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/aldx
ALXN	"Alexion Pharmaceuticals, Inc."	136.93	$30.66B	1996	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/alxn
ALCO	"Alico, Inc."	26.5	$220.61M	n/a	Consumer Non-Durables	Farming/Seeds/Milling	http://www.nasdaq.com/symbol/alco
ALGN	"Align Technology, Inc."	96.01	$7.65B	2001	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/algn
ALIM	"Alimera Sciences, Inc."	1.27	$82.38M	2010	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/alim
ALJJ	"ALJ Regional Holdings, Inc."	3.83	$132.42M	n/a	Miscellaneous	Business Services	http://www.nasdaq.com/symbol/aljj
ALKS	Alkermes plc	55.46	$8.43B	1991	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/alks
ABTX	"Allegiance Bancshares, Inc."	34.55	$445.87M	2015	Finance	Major Banks	http://www.nasdaq.com/symbol/abtx
ALGT	Allegiant Travel Company	177.75	$2.94B	2006	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/algt
AIQ	"Alliance HealthCare Services, Inc."	9.7	$104.16M	2001	Health Care	Medical Specialities	http://www.nasdaq.com/symbol/aiq
AHGP	"Alliance Holdings GP, L.P."	28.26	$1.69B	2006	Energy	Coal Mining	http://www.nasdaq.com/symbol/ahgp
AMMA	"Alliance MMA, Inc."	3.81	$34.18M	2016	Consumer Services	Services-Misc. Amusement & Recreation	http://www.nasdaq.com/symbol/amma
ARLP	"Alliance Resource Partners, L.P."	22.85	$1.7B	1999	Energy	Coal Mining	http://www.nasdaq.com/symbol/arlp
AHPI	"Allied Healthcare Products, Inc."	2.15	$8.63M	1992	Health Care	Industrial Specialties	http://www.nasdaq.com/symbol/ahpi
AMOT	"Allied Motion Technologies, Inc."	21.49	$201.39M	n/a	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/amot
ALQA	"Alliqua BioMedical, Inc."	0.63	$18.69M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/alqa
ALLT	Allot Communications Ltd.	5.43	$181.61M	2006	Technology	Computer Communications Equipment	http://www.nasdaq.com/symbol/allt
MDRX	"Allscripts Healthcare Solutions, Inc."	11.73	$2.17B	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/mdrx
AFAM	Almost Family Inc	47.2	$489.61M	n/a	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/afam
ALNY	"Alnylam Pharmaceuticals, Inc."	41.6	$3.57B	2004	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/alny
AOSL	Alpha and Omega Semiconductor Limited	22.89	$533.24M	2010	Technology	Semiconductors	http://www.nasdaq.com/symbol/aosl
GOOG	Alphabet Inc.	807.88	$556.82B	2004	Technology	"Computer Software: Programming, Data Processing"	http://www.nasdaq.com/symbol/goog
GOOGL	Alphabet Inc.	830.94	$572.72B	n/a	Technology	"Computer Software: Programming, Data Processing"	http://www.nasdaq.com/symbol/googl
SMCP	AlphaMark Actively Managed Small Cap ETF	22.98	$25.28M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/smcp
ATEC	"Alphatec Holdings, Inc."	3.55	$32.02M	2006	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/atec
SWIN	ALPS/Dorsey Wright Sector Momentum ETF	25.1243	$2.51M	n/a	n/a	n/a	http://www.nasdaq.com/symbol/swin
ASPS	Altisource Portfolio Solutions S.A.	26.77	$505.35M	n/a	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/asps
AIMC	Altra Industrial Motion Corp.	37.65	$974.54M	2006	Capital Goods	Industrial Machinery/Components	http://www.nasdaq.com/symbol/aimc
AMAG	"AMAG Pharmaceuticals, Inc."	23	$786.82M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/amag
AMRN	Amarin Corporation plc	3.02	$815.26M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/amrn
AMRK	"A-Mark Precious Metals, Inc."	19.35	$136.06M	n/a	Basic Industries	Other Specialty Stores	http://www.nasdaq.com/symbol/amrk
AYA	Amaya Inc.	13.8	$2B	n/a	Technology	"Computer Software: Programming, Data Processing"	http://www.nasdaq.com/symbol/aya
AMZN	"Amazon.com, Inc."	817.14	$388.28B	1997	Consumer Services	Catalog/Specialty Distribution	http://www.nasdaq.com/symbol/amzn
AMBC	"Ambac Financial Group, Inc."	22.31	$1.01B	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/ambc
AMBCW	"Ambac Financial Group, Inc."	11.4662	n/a	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/ambcw
AMBA	"Ambarella, Inc."	51.64	$1.71B	2012	Technology	Semiconductors	http://www.nasdaq.com/symbol/amba
AMCX	AMC Networks Inc.	56.47	$3.98B	n/a	Consumer Services	Television Services	http://www.nasdaq.com/symbol/amcx
DOX	Amdocs Limited	59.42	$8.72B	n/a	Technology	EDP Services	http://www.nasdaq.com/symbol/dox
AMDA	Amedica Corporation	0.6751	$17.82M	2014	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/amda
AMED	Amedisys Inc	43.98	$1.48B	n/a	Health Care	Medical/Nursing Services	http://www.nasdaq.com/symbol/amed
UHAL	Amerco	369.09	$7.24B	n/a	Consumer Services	Rental/Leasing Companies	http://www.nasdaq.com/symbol/uhal
ATAX	"America First Multifamily Investors, L.P."	5.5	$331.39M	n/a	Finance	Finance: Consumer Services	http://www.nasdaq.com/symbol/atax
AMOV	"America Movil, S.A.B. de C.V."	12.5	$40.98B	n/a	Public Utilities	Telecommunications Equipment	http://www.nasdaq.com/symbol/amov
AAL	"American Airlines Group, Inc."	47.65	$24.69B	n/a	Transportation	Air Freight/Delivery Services	http://www.nasdaq.com/symbol/aal
ACSF	"American Capital Senior Floating, Ltd."	12.745	$127.45M	2014	n/a	n/a	http://www.nasdaq.com/symbol/acsf
AETI	"American Electric Technologies, Inc."	1.72	$14.34M	n/a	Energy	Industrial Machinery/Components	http://www.nasdaq.com/symbol/aeti
AMNB	"American National Bankshares, Inc."	34.85	$300.25M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/amnb
ANAT	American National Insurance Company	123.21	$3.32B	n/a	Finance	Life Insurance	http://www.nasdaq.com/symbol/anat
AOBC	American Outdoor Brands Corporation	20.6	$1.16B	n/a	Capital Goods	Ordnance And Accessories	http://www.nasdaq.com/symbol/aobc
APEI	"American Public Education, Inc."	25.45	$409.64M	2007	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/apei
ARII	"American Railcar Industries, Inc."	47.19	$913.68M	2006	Capital Goods	Railroads	http://www.nasdaq.com/symbol/arii
AMRB	American River Bankshares	15.11	$100.58M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/amrb
AMSWA	"American Software, Inc."	10.31	$301.5M	n/a	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/amswa
AMSC	American Superconductor Corporation	7.3	$103.65M	1991	Consumer Durables	Metal Fabrications	http://www.nasdaq.com/symbol/amsc
AMWD	American Woodmark Corporation	74.85	$1.22B	1986	Basic Industries	Forest Products	http://www.nasdaq.com/symbol/amwd
CRMT	"America&#39;s Car-Mart, Inc."	44.3	$350.03M	n/a	Consumer Durables	Automotive Aftermarket	http://www.nasdaq.com/symbol/crmt
ABCB	Ameris Bancorp	43.25	$1.51B	1994	Finance	Major Banks	http://www.nasdaq.com/symbol/abcb
AMSF	"AMERISAFE, Inc."	64.5	$1.24B	2005	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/amsf
ASRV	AmeriServ Financial Inc.	3.7	$69.94M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/asrv
ASRVP	AmeriServ Financial Inc.	26.36	n/a	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/asrvp
ATLO	Ames National Corporation	32.4	$301.67M	n/a	Finance	Major Banks	http://www.nasdaq.com/symbol/atlo
AMGN	Amgen Inc.	156.12	$116.14B	1983	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/amgn
FOLD	"Amicus Therapeutics, Inc."	5.95	$849.02M	2007	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/fold
AMKR	"Amkor Technology, Inc."	10.46	$2.49B	1998	Technology	Semiconductors	http://www.nasdaq.com/symbol/amkr
AMPH	"Amphastar Pharmaceuticals, Inc."	17.15	$789.31M	2014	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/amph
IBUY	Amplify Online Retail ETF	28.2299	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ibuy
ASYS	"Amtech Systems, Inc."	4.33	$57.07M	n/a	Technology	Industrial Machinery/Components	http://www.nasdaq.com/symbol/asys
AFSI	"AmTrust Financial Services, Inc."	27.07	$4.61B	n/a	Finance	Property-Casualty Insurers	http://www.nasdaq.com/symbol/afsi
AMRS	"Amyris, Inc."	0.7164	$188.42M	2010	Basic Industries	Major Chemicals	http://www.nasdaq.com/symbol/amrs
ADI	"Analog Devices, Inc."	72.67	$22.39B	n/a	Technology	Semiconductors	http://www.nasdaq.com/symbol/adi
ALOG	Analogic Corporation	81.65	$1.02B	1972	Capital Goods	Electrical Products	http://www.nasdaq.com/symbol/alog
AVXL	Anavex Life Sciences Corp.	4.14	$163.99M	n/a	Health Care	Biotechnology: Commercial Physical & Biological Resarch	http://www.nasdaq.com/symbol/avxl
ANCB	Anchor Bancorp	26.2	$65.64M	2011	Finance	Banks	http://www.nasdaq.com/symbol/ancb
ANDA	Andina Acquisition Corp. II	9.931	$52.73M	2015	Finance	Business Services	http://www.nasdaq.com/symbol/anda
ANDAR	Andina Acquisition Corp. II	0.418	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/andar
ANDAU	Andina Acquisition Corp. II	10.7199	$17.69M	2015	Finance	Business Services	http://www.nasdaq.com/symbol/andau
ANDAW	Andina Acquisition Corp. II	0.35	n/a	2015	Finance	Business Services	http://www.nasdaq.com/symbol/andaw
ANGI	"Angie&#39;s List, Inc."	7.91	$467.91M	2011	Consumer Services	Advertising	http://www.nasdaq.com/symbol/angi
ANGO	"AngioDynamics, Inc."	17.81	$661.59M	2004	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/ango
ANIP	"ANI Pharmaceuticals, Inc."	59.49	$689.56M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/anip
ANIK	Anika Therapeutics Inc.	50.03	$731.6M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/anik
ANSS	"ANSYS, Inc."	94.03	$8.14B	1996	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/anss
ATRS	"Antares Pharma, Inc."	2.09	$324.13M	n/a	Health Care	Medical/Dental Instruments	http://www.nasdaq.com/symbol/atrs
ANTH	"Anthera Pharmaceuticals, Inc."	0.6714	$28.17M	2010	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/anth
ABAC	"Aoxin Tianli Group, Inc."	3.72	$29.72M	n/a	Consumer Non-Durables	Farming/Seeds/Milling	http://www.nasdaq.com/symbol/abac
APOG	"Apogee Enterprises, Inc."	56.03	$1.61B	n/a	Capital Goods	Auto Parts:O.E.M.	http://www.nasdaq.com/symbol/apog
APOL	"Apollo Education Group, Inc."	9.95	$1.09B	1994	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/apol
APEN	"Apollo Endosurgery, Inc."	16.5	$1.31M	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/apen
AINV	Apollo Investment Corporation	6.03	$1.33B	2004	n/a	n/a	http://www.nasdaq.com/symbol/ainv
AMEH	"Apollo Medical Holdings, Inc."	8.5001	n/a	n/a	n/a	n/a	http://www.nasdaq.com/symbol/ameh
APPF	"AppFolio, Inc."	22.4	$754.81M	2015	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/appf
AAPL	Apple Inc.	119.04	$625.89B	1980	Technology	Computer Manufacturing	http://www.nasdaq.com/symbol/aapl
ARCI	"Appliance Recycling Centers of America, Inc."	1.1543	$7.68M	n/a	Consumer Services	Home Furnishings	http://www.nasdaq.com/symbol/arci
APDN	Applied DNA Sciences Inc	1.95	$51.39M	n/a	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/apdn
APDNW	Applied DNA Sciences Inc	0.41	n/a	n/a	Consumer Services	Other Consumer Services	http://www.nasdaq.com/symbol/apdnw
AGTC	Applied Genetic Technologies Corporation	9.4	$169.84M	2014	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/agtc
AMAT	"Applied Materials, Inc."	33.79	$36.38B	1972	Technology	Semiconductors	http://www.nasdaq.com/symbol/amat
AMCC	Applied Micro Circuits Corporation	8.4	$736.19M	1997	Technology	Semiconductors	http://www.nasdaq.com/symbol/amcc
AAOI	"Applied Optoelectronics, Inc."	28.22	$485.39M	2013	Technology	Semiconductors	http://www.nasdaq.com/symbol/aaoi
AREX	Approach Resources Inc.	3.1	$130.1M	2007	Energy	Oil & Gas Production	http://www.nasdaq.com/symbol/arex
APTI	"Apptio, Inc."	16.62	$636.74M	2016	Technology	Computer Software: Prepackaged Software	http://www.nasdaq.com/symbol/apti
APRI	"Apricus Biosciences, Inc."	1.5045	$11.63M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/apri
APVO	Aptevo Therapeutics Inc.	2.57	$52.04M	n/a	Health Care	Major Pharmaceuticals	http://www.nasdaq.com/symbol/apvo
APTO	"Aptose Biosciences, Inc."	1.14	$15.69M	n/a	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)	http://www.nasdaq.com/symbol/apto
AQMS	"Aqua Metals, Inc."	12.32	$220.27M	2015	Basic Industries	Metal Fabrications	http://www.nasdaq.com/symbol/aqms
